Date,Time,Latitude,Longitude,depth,Mag,Location
7-Jul-25, 11:59 PM,13.7,120.6,89,1.5,016 km S 15° W of Calatagan (Batangas)
7-Jul-25, 11:45 PM,8.15,126.73,18,1.8,037 km N 70° E of Lingig (Surigao Del Sur)
7-Jul-25, 11:31 PM,9.99,122,35,2,049 km S 10° E of Anini-y (Antique)
7-Jul-25, 11:25 PM,6.6,126.73,21,2.7,059 km S 33° E of Tarragona (Davao Oriental)
7-Jul-25, 11:19 PM,18.13,120.6,26,2,006 km S 70° W of City Of Laoag (Ilocos Norte)
7-Jul-25, 11:04 PM,10.25,126.52,4,3,055 km N 63° E of Burgos (Surigao Del Norte)
7-Jul-25, 10:46 PM,11.88,124.8,71,1.7,006 km S 70° E of Tarangnan (Samar)
7-Jul-25, 10:11 PM,18.04,121.49,14,2.5,012 km S 76° W of Lasam (Cagayan)
7-Jul-25, 09:56 PM,7.49,126.14,4,2.2,007 km South of New Bataan (Davao De Oro)
7-Jul-25, 09:45 PM,11.56,124.39,1,2.5,001 km S 38° W of Naval (Biliran)
7-Jul-25, 09:43 PM,11.55,124.39,8,2.5,002 km S 32° W of Naval (Biliran)
7-Jul-25, 09:31 PM,7.65,124.75,30,1.6,004 km N 68° E of Wao (Lanao Del Sur)
7-Jul-25, 09:32 PM,8.66,125.64,54,2.3,003 km S 18° W of Esperanza (Agusan Del Sur)
7-Jul-25, 08:47 PM,12.92,125.86,24,2.2,082 km N 53° E of Mapanas (Northern Samar)
7-Jul-25, 07:57 PM,9.99,121.52,31,2.6,058 km N 38° E of Cagayancillo (Palawan)
7-Jul-25, 07:51 PM,9.02,126.58,19,2.4,033 km N 80° E of Bayabas (Surigao Del Sur)
7-Jul-25, 07:35 PM,11.57,124.35,12,2.3,006 km S 33° W of Almeria (Biliran)
7-Jul-25, 07:02 PM,8.61,126.46,21,2.2,028 km S 42° E of Marihatag (Surigao Del Sur)
7-Jul-25, 07:00 PM,17.48,121.42,17,3,005 km N 82° W of City Of Tabuk (Kalinga)
7-Jul-25, 06:46 PM,10.26,125.2,2,3.3,006 km S 73° E of Saint Bernard (Southern Leyte)
7-Jul-25, 06:27 PM,8.98,126.64,20,2.4,038 km N 79° E of Cagwait (Surigao Del Sur)
7-Jul-25, 06:24 PM,8.33,122.72,33,2,024 km N 13° E of Liloy (Zamboanga Del Norte)
7-Jul-25, 06:06 PM,8.08,126.31,32,1.6,012 km N 67° W of Lingig (Surigao Del Sur)
7-Jul-25, 04:57 PM,11.54,124.39,7,2.7,003 km S 15° W of Naval (Biliran)
7-Jul-25, 04:51 PM,17.6,122.64,28,2.2,047 km N 51° E of Divilacan (Isabela)
7-Jul-25, 04:48 PM,11.54,124.38,7,4,003 km S 36° W of Naval (Biliran)
7-Jul-25, 04:35 PM,10.28,125.1,1,2.8,004 km S 88° W of Saint Bernard (Southern Leyte)
7-Jul-25, 04:14 PM,8.9,126.55,15,2.9,027 km S 85° E of Cagwait (Surigao Del Sur)
7-Jul-25, 03:30 PM,16.06,121.65,21,1.8,019 km S 12° E of Nagtipunan (Quirino)
7-Jul-25, 03:05 PM,7.17,126.26,3,1.9,022 km S 44° E of Maragusan (Davao De Oro)
7-Jul-25, 10:25 AM,8.35,127.04,21,3.1,078 km S 89° E of Hinatuan (Surigao Del Sur)
7-Jul-25, 10:23 AM,7.91,126.41,14,1.7,005 km N 41° E of Boston (Davao Oriental)
7-Jul-25, 10:11 AM,10.62,125.38,11,2,025 km N 67° E of Silago (Southern Leyte)
7-Jul-25, 09:58 AM,12.43,124.78,23,2.1,010 km S 15° E of Mondragon (Northern Samar)
7-Jul-25, 09:42 AM,17.47,121.48,33,1.2,001 km S 71° E of City Of Tabuk (Kalinga)
7-Jul-25, 09:40 AM,14.3,123.07,54,1.8,022 km N 18° E of Mercedes (Camarines Norte)
7-Jul-25, 09:31 AM,8.47,126.52,37,1.6,023 km N 59° E of Hinatuan (Surigao Del Sur)
7-Jul-25, 09:14 AM,6.12,126.3,132,3.8,064 km S 23° E of Governor Generoso (Davao Oriental)
7-Jul-25, 09:13 AM,10.27,125.1,2,3.5,004 km S 47° W of Saint Bernard (Southern Leyte)
7-Jul-25, 08:51 AM,7.41,124.31,28,1.5,006 km N 47° E of Parang (Maguindanao Del Norte)
7-Jul-25, 08:47 AM,10.28,125.12,7,2.6,003 km N 78° W of Saint Bernard (Southern Leyte)
7-Jul-25, 08:47 AM,13.7,122.71,4,3.9,014 km S 53° W of Ragay (Camarines Sur)
7-Jul-25, 08:36 AM,10.11,125.13,26,2.2,005 km S 17° E of Liloan (Southern Leyte)
7-Jul-25, 07:47 AM,13.63,120.17,35,1.8,014 km S 42° W of Looc (Occidental Mindoro)
7-Jul-25, 07:21 AM,20.15,121.33,29,3.2,060 km S 70° W of Sabtang (Batanes)
7-Jul-25, 06:07 AM,8.5,126.27,28,2,013 km N 68° E of Tagbina (Surigao Del Sur)
7-Jul-25, 06:03 AM,6.47,127.06,37,1.8,093 km S 46° E of Tarragona (Davao Oriental)
7-Jul-25, 05:59 AM,10.62,122.5,29,2.4,011 km S 45° W of City Of Iloilo
7-Jul-25, 05:55 AM,9.89,124.14,33,1.5,006 km S 71° E of Sagbayan (Bohol)
7-Jul-25, 05:49 AM,6.98,125.8,38,2.4,019 km S 33° W of Pantukan (Davao De Oro)
7-Jul-25, 04:45 AM,6.64,126.52,26,2.3,046 km S 10° E of Tarragona (Davao Oriental)
7-Jul-25, 04:12 AM,5.92,126.52,45,2.5,095 km S 31° E of Governor Generoso (Davao Oriental)
7-Jul-25, 04:11 AM,9.73,123.64,5,2.3,012 km S 74° E of Dalaguete (Cebu)
7-Jul-25, 03:55 AM,8.58,122.24,39,2,065 km N 29° W of Labason (Zamboanga Del Norte)
7-Jul-25, 03:35 AM,17.84,120.78,7,2.1,013 km N 18° W of Tineg (Abra)
7-Jul-25, 03:22 AM,7.7,126.19,2,1.9,011 km N 73° E of Compostela (Davao De Oro)
7-Jul-25, 02:57 AM,8.63,125.67,40,2,006 km S 31° E of Esperanza (Agusan Del Sur)
7-Jul-25, 02:44 AM,7.64,124.76,1,2,004 km East of Wao (Lanao Del Sur)
7-Jul-25, 02:37 AM,7.94,126.51,34,1.9,015 km S 44° E of Lingig (Surigao Del Sur)
7-Jul-25, 02:22 AM,11.82,124.13,5,2.1,011 km S 51° E of Pio V. Corpus (Masbate)
7-Jul-25, 02:06 AM,10.15,124.86,32,1.6,003 km N 45° E of City Of Maasin (Southern Leyte)
7-Jul-25, 02:04 AM,11.86,124.12,4,2.1,008 km S 73° E of Pio V. Corpus (Masbate)
7-Jul-25, 01:53 AM,10.3,125.11,10,2.1,004 km N 61° W of Saint Bernard (Southern Leyte)
7-Jul-25, 01:43 AM,18.9,120.73,2,2.2,038 km N 09° W of Pagudpud (Ilocos Norte)
7-Jul-25, 01:29 AM,6.97,126.01,31,2.4,001 km N 18° W of Banaybanay (Davao Oriental)
7-Jul-25, 01:23 AM,6.37,124.12,34,1.8,019 km N 22° W of Palimbang (Sultan Kudarat)
7-Jul-25, 01:16 AM,8.75,126.47,23,1.5,019 km S 73° E of Marihatag (Surigao Del Sur)
7-Jul-25, 01:15 AM,11.31,124.58,4,2.5,007 km N 74° W of Capoocan (Leyte)
7-Jul-25, 01:12 AM,10.17,124.96,33,1.6,005 km N 75° W of Malitbog (Southern Leyte)
7-Jul-25, 01:11 AM,7.97,125.73,23,2.3,018 km N 24° W of Laak (Davao De Oro)
7-Jul-25, 12:48 AM,16.22,120.76,6,4,017 km N 02° W of San Nicolas (Pangasinan)
7-Jul-25, 12:41 AM,9.77,124.67,28,2.1,011 km N 75° E of Anda (Bohol)
7-Jul-25, 12:06 AM,10.25,126.28,21,2.3,034 km N 41° E of Burgos (Surigao Del Norte)
6-Jul-25, 11:57 PM,13.42,120.09,20,2.2,041 km N 90° W of Paluan (Occidental Mindoro)
6-Jul-25, 11:57 PM,13.4,120.1,22,2.2,033 km S 84° W of Paluan (Occidental Mindoro)
6-Jul-25, 11:54 PM,7.74,124.15,10,2.2,006 km S 13° W of Binidayan (Lanao Del Sur)
6-Jul-25, 11:20 PM,9.59,126.86,6,3.1,080 km S 74° E of General Luna (Surigao Del Norte)
6-Jul-25, 10:15 PM,7.88,126.26,5,2.1,013 km N 86° W of Boston (Davao Oriental)
6-Jul-25, 09:25 PM,5.68,126.8,15,3.9,130 km S 78° E of Jose Abad Santos (Davao Occidental)
6-Jul-25, 09:22 PM,6.34,126.22,26,2.6,038 km S 26° E of Governor Generoso (Davao Oriental)
6-Jul-25, 09:11 PM,9.59,126.18,33,1.5,021 km S 08° E of General Luna (Surigao Del Norte)
6-Jul-25, 09:08 PM,3.34,122.88,549,4.7,325 km S 22° E of Banguingui (Sulu)
6-Jul-25, 06:58 PM,17.46,121.44,10,4,003 km S 74° W of City Of Tabuk (Kalinga)
6-Jul-25, 05:35 PM,6.02,124.11,2,3,022 km S 22° W of Palimbang (Sultan Kudarat)
6-Jul-25, 04:54 PM,12.56,123.28,28,2,014 km N 65° W of Aroroy (Masbate)
6-Jul-25, 12:41 PM,16.1,121.87,20,2.5,010 km S 66° W of Dinalungan (Aurora)
6-Jul-25, 12:24 PM,5.58,126.57,86,3.4,109 km S 70° E of Jose Abad Santos (Davao Occidental)
6-Jul-25, 12:13 PM,13.91,120.57,95,2.3,011 km N 39° W of Calatagan (Batangas)
6-Jul-25, 11:26 AM,8.92,126.64,14,2.7,037 km N 90° E of Cagwait (Surigao Del Sur)
6-Jul-25, 10:18 AM,13.95,120.49,150,2.9,020 km N 50° W of Calatagan (Batangas)
6-Jul-25, 08:52 AM,5.17,125.98,108,4.2,066 km S 60° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
6-Jul-25, 08:38 AM,9.06,126.29,47,2.4,014 km S 84° E of City Of Tandag (Surigao Del Sur)
6-Jul-25, 07:33 AM,8.77,126.3,78,2.5,003 km S 06° W of Marihatag (Surigao Del Sur)
6-Jul-25, 06:46 AM,9.25,125.61,8,3.7,006 km S 73° E of Santiago (Agusan Del Norte)
6-Jul-25, 06:32 AM,6.17,125.86,133,2,018 km S 82° E of Don Marcelino (Davao Occidental)
6-Jul-25, 06:24 AM,8.01,126.46,35,1.4,006 km S 57° E of Lingig (Surigao Del Sur)
6-Jul-25, 05:48 AM,9.21,122.44,26,1.8,031 km S 45° W of Basay (Negros Oriental)
6-Jul-25, 05:30 AM,8.03,126.45,53,1.7,004 km S 79° E of Lingig (Surigao Del Sur)
6-Jul-25, 05:14 AM,9.82,125.85,82,1.4,014 km S 69° W of Del Carmen (Surigao Del Norte)
6-Jul-25, 05:05 AM,11.21,126.21,2,2.9,056 km N 78° E of Mercedes (Eastern Samar)
6-Jul-25, 05:03 AM,5.65,125.83,141,2.2,036 km S 34° E of Jose Abad Santos (Davao Occidental)
6-Jul-25, 05:02 AM,7.91,126.41,22,1.9,005 km N 37° E of Boston (Davao Oriental)
6-Jul-25, 04:27 AM,13.13,124.14,7,2.5,006 km S 15° E of Rapu-rapu (Albay)
6-Jul-25, 04:09 AM,8.93,125.66,7,3.2,013 km N 16° W of Sibagat (Agusan Del Sur)
6-Jul-25, 04:04 AM,8.32,122.65,23,1.8,022 km N 06° W of Liloy (Zamboanga Del Norte)
6-Jul-25, 03:35 AM,8.69,126.25,33,1.4,007 km S 30° E of San Agustin (Surigao Del Sur)
6-Jul-25, 03:25 AM,17.02,121.36,22,1.6,006 km N 42° E of Aguinaldo (Ifugao)
6-Jul-25, 03:02 AM,15.52,119.89,33,1.4,007 km S 74° W of Masinloc (Zambales)
6-Jul-25, 02:40 AM,5.58,125.01,20,1.9,031 km S 04° E of Maasim (Sarangani)
6-Jul-25, 02:12 AM,6.1,126.23,28,3,061 km S 80° E of Don Marcelino (Davao Occidental)
6-Jul-25, 01:51 AM,17.81,120.54,6,2.9,009 km N 82° E of Cabugao (Ilocos Sur)
6-Jul-25, 01:21 AM,8.75,122.38,36,2.5,077 km N 25° W of Liloy (Zamboanga Del Norte)
6-Jul-25, 12:59 AM,13.76,120.6,95,1.3,009 km S 21° W of Calatagan (Batangas)
6-Jul-25, 12:57 AM,11.74,124.23,7,1.6,021 km N 52° W of Almeria (Biliran)
6-Jul-25, 12:42 AM,7.45,127.27,8,3.7,078 km N 81° E of Caraga (Davao Oriental)
6-Jul-25, 12:41 AM,9.73,125.72,33,1.9,016 km N 10° E of Gigaquit (Surigao Del Norte)
6-Jul-25, 12:11 AM,6.13,125.79,133,3.5,012 km S 54° E of Don Marcelino (Davao Occidental)
6-Jul-25, 12:02 AM,9.07,126.63,23,2,040 km N 74° E of Bayabas (Surigao Del Sur)
6-Jul-25, 12:00 AM,8.96,126.39,25,1.6,010 km N 66° E of Cagwait (Surigao Del Sur)
5-Jul-25, 10:54 PM,7.92,126.64,23,1.8,025 km N 56° E of Cateel (Davao Oriental)
5-Jul-25, 10:41 PM,6.55,127.33,32,2.3,112 km S 61° E of Tarragona (Davao Oriental)
5-Jul-25, 10:35 PM,13.53,120.75,34,1,010 km N 18° E of Abra De Ilog (Occidental Mindoro)
5-Jul-25, 10:15 PM,6.02,126.27,74,2.2,067 km S 73° E of Don Marcelino (Davao Occidental)
5-Jul-25, 10:09 PM,15.1,120.22,33,1.6,016 km N 28° E of San Marcelino (Zambales)
5-Jul-25, 10:03 PM,7.81,126.42,16,1.6,005 km N 60° W of Cateel (Davao Oriental)
5-Jul-25, 09:24 PM,13.48,121.3,19,2,017 km N 47° E of City Of Calapan (Oriental Mindoro)
5-Jul-25, 09:03 PM,8.9,126.32,21,1.9,002 km S 43° E of Cagwait (Surigao Del Sur)
5-Jul-25, 08:56 PM,9.07,126.28,26,1.5,008 km N 45° E of Tago (Surigao Del Sur)
5-Jul-25, 08:35 PM,9.54,125.76,25,1.6,004 km S 44° E of Claver (Surigao Del Norte)
5-Jul-25, 08:02 PM,8.25,126.27,94,2.2,007 km N 51° W of City Of Bislig (Surigao Del Sur)
5-Jul-25, 06:45 PM,7.86,126.39,1,2.1,001 km S 61° E of Boston (Davao Oriental)
5-Jul-25, 06:40 PM,13.64,120.27,32,1.4,009 km S 16° E of Looc (Occidental Mindoro)
5-Jul-25, 06:37 PM,17.11,121.6,15,2.7,002 km S 67° W of Roxas (Isabela)
5-Jul-25, 05:44 PM,13.17,122.48,5,2.9,020 km S 12° W of San Francisco (Quezon)
5-Jul-25, 05:37 PM,13.01,124.43,33,2.6,026 km S 83° E of Prieto Diaz (Sorsogon)
5-Jul-25, 05:30 PM,7.79,126.97,17,2.6,051 km N 62° E of Baganga (Davao Oriental)
5-Jul-25, 05:02 PM,11.89,125.58,20,2.1,016 km N 60° E of Sulat (Eastern Samar)
5-Jul-25, 04:01 PM,13.56,120.63,108,3,016 km N 39° W of Abra De Ilog (Occidental Mindoro)
5-Jul-25, 01:09 PM,9.47,126.48,20,2.5,038 km N 56° E of Cortes (Surigao Del Sur)
5-Jul-25, 11:17 AM,9.41,126.29,22,2,019 km N 36° E of Cortes (Surigao Del Sur)
5-Jul-25, 11:04 AM,9.42,126.4,11,3,028 km N 55° E of Cortes (Surigao Del Sur)
5-Jul-25, 10:31 AM,5.95,124.25,8,2.3,030 km S 65° W of Maitum (Sarangani)
5-Jul-25, 09:29 AM,8.97,125.81,49,2.1,021 km N 37° E of Sibagat (Agusan Del Sur)
5-Jul-25, 09:04 AM,13.13,120.37,17,1.8,027 km S 66° W of Mamburao (Occidental Mindoro)
5-Jul-25, 08:35 AM,6.79,123.56,35,2.1,058 km N 73° W of Lebak (Sultan Kudarat)
5-Jul-25, 08:10 AM,10,123.15,18,2.1,006 km N 72° W of Jimalalud (Negros Oriental)
5-Jul-25, 07:19 AM,13.46,120.17,26,2.1,031 km S 17° W of Looc (Occidental Mindoro)
5-Jul-25, 06:39 AM,11.86,124.11,2,3,008 km S 66° E of Pio V. Corpus (Masbate)
5-Jul-25, 05:39 AM,10.8,125.73,32,2.3,006 km N 05° E of Homonhon Island (Guiuan) (Eastern Samar)
5-Jul-25, 05:13 AM,9.88,125.41,9,3.1,012 km N 08° W of San Francisco (Surigao Del Norte)
5-Jul-25, 04:20 AM,17.4,119.7,3,3.1,074 km S 73° W of Santa Catalina (Ilocos Sur)
5-Jul-25, 04:18 AM,9.68,122.32,14,2.2,016 km S 51° W of City Of Sipalay (Negros Occidental)
5-Jul-25, 04:09 AM,14.7,121.87,32,1.5,008 km S 77° W of Polillo (Quezon)
5-Jul-25, 03:21 AM,14.92,121.84,2,2.6,003 km S 53° E of Panukulan (Quezon)
5-Jul-25, 02:54 AM,8.39,125.8,55,2.1,007 km S 13° E of Talacogon (Agusan Del Sur)
5-Jul-25, 02:23 AM,13.71,120.12,23,1.7,014 km S 88° W of Looc (Occidental Mindoro)
5-Jul-25, 02:09 AM,6.53,123.87,32,1.8,020 km S 82° W of Kalamansig (Sultan Kudarat)
5-Jul-25, 02:07 AM,13.97,120.44,85,2.8,026 km N 55° W of Calatagan (Batangas)
5-Jul-25, 12:47 AM,11.14,121,18,2.4,006 km S 78° E of Agutaya (Palawan)
5-Jul-25, 12:12 AM,6.16,123.98,27,2.3,024 km S 75° W of Palimbang (Sultan Kudarat)
5-Jul-25, 12:08 AM,7.55,126.1,3,2.3,004 km S 88° W of New Bataan (Davao De Oro)
4-Jul-25, 11:08 PM,17.92,120.75,2,1.8,010 km N 85° E of Nueva Era (Ilocos Norte)
4-Jul-25, 10:55 PM,18.38,120.93,14,1.9,009 km S 18° E of Adams (Ilocos Norte)
4-Jul-25, 10:24 PM,5.69,126.63,118,4.7,112 km S 77° E of Jose Abad Santos (Davao Occidental)
4-Jul-25, 10:05 PM,13.69,120.66,103,1.7,017 km S 11° E of Calatagan (Batangas)
4-Jul-25, 09:28 PM,15.19,123.55,15,2.8,102 km N 39° E of Tinaga Island (Vinzons) (Camarines Norte)
4-Jul-25, 09:18 PM,13.69,120.34,3,1.7,011 km S 72° E of Looc (Occidental Mindoro)
4-Jul-25, 08:59 PM,9.86,125.47,26,1.7,008 km N 21° W of City Of Surigao (Surigao Del Norte)
4-Jul-25, 08:54 PM,10.35,126.29,4,2.7,044 km N 33° E of Burgos (Surigao Del Norte)
4-Jul-25, 08:07 PM,10.08,125.84,13,2.9,023 km N 53° W of San Benito (Surigao Del Norte)
4-Jul-25, 07:54 PM,6.67,126.48,14,2.3,042 km S 43° E of City Of Mati (Davao Oriental)
4-Jul-25, 06:34 PM,13.66,120.51,99,2.3,023 km S 35° W of Calatagan (Batangas)
4-Jul-25, 05:48 PM,10.09,124.04,11,1.8,007 km N 19° W of Inabanga (Bohol)
4-Jul-25, 04:46 PM,16.41,120.95,31,2.2,009 km N 55° E of Kayapa (Nueva Vizcaya)
4-Jul-25, 04:45 PM,10.11,122.08,4,2.7,039 km S 25° E of Anini-y (Antique)
4-Jul-25, 04:25 PM,16.56,120.86,16,2,007 km S 14° E of Kabayan (Benguet)
4-Jul-25, 04:06 PM,18.55,120.85,11,3.4,006 km S 76° E of Pagudpud (Ilocos Norte)
4-Jul-25, 03:23 PM,10.92,124.86,2,2.5,006 km S 31° W of Burauen (Leyte)
4-Jul-25, 01:59 PM,8.94,125.68,10,1.9,013 km N 07° W of Sibagat (Agusan Del Sur)
4-Jul-25, 12:44 PM,9,126.05,26,2.1,006 km N 14° E of San Miguel (Surigao Del Sur)
4-Jul-25, 12:42 PM,8.04,122.1,29,2.6,026 km N 10° W of Baliguian (Zamboanga Del Norte)
4-Jul-25, 12:01 PM,9.82,125.52,27,2.6,004 km N 46° E of City Of Surigao (Surigao Del Norte)
4-Jul-25, 11:17 AM,18.09,120.16,12,2.1,035 km N 77° W of Currimao (Ilocos Norte)
4-Jul-25, 10:45 AM,12.61,123.54,3,1.8,014 km S 76° W of Monreal (Masbate)
4-Jul-25, 10:33 AM,5.05,126.23,96,4.1,096 km S 61° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
4-Jul-25, 09:49 AM,13.41,120.26,8,2,022 km S 89° W of Paluan (Occidental Mindoro)
4-Jul-25, 08:40 AM,18.44,120.88,3,2.6,003 km S 48° W of Adams (Ilocos Norte)
4-Jul-25, 08:33 AM,9.99,126.25,19,2.2,019 km N 70° E of San Isidro (Surigao Del Norte)
4-Jul-25, 08:25 AM,8.94,126.03,33,1.5,001 km S 57° W of San Miguel (Surigao Del Sur)
4-Jul-25, 08:18 AM,8.46,122.73,33,1.7,033 km N 86° W of Jose Dalman (Zamboanga Del Norte)
4-Jul-25, 07:50 AM,8.66,126.54,24,3.6,031 km S 60° E of Marihatag (Surigao Del Sur)
4-Jul-25, 06:06 AM,9.02,126.74,13,3,050 km N 77° E of Cagwait (Surigao Del Sur)
4-Jul-25, 05:17 AM,6.74,125.95,34,1.9,017 km N 54° W of Governor Generoso (Davao Oriental)
4-Jul-25, 05:15 AM,9.94,126.18,9,2.7,012 km N 43° E of Pilar (Surigao Del Norte)
4-Jul-25, 04:49 AM,13.76,120.56,168,2.3,012 km S 45° W of Calatagan (Batangas)
4-Jul-25, 03:49 AM,15.04,119.89,18,3.2,020 km S 85° W of San Felipe (Zambales)
4-Jul-25, 03:29 AM,10.94,124.54,19,2.1,004 km N 09° E of Merida (Leyte)
4-Jul-25, 02:23 AM,12.15,125.11,30,2.1,015 km S 86° W of Maslog (Eastern Samar)
4-Jul-25, 02:21 AM,13.96,120.07,5,2.2,013 km N 27° W of Lubang (Occidental Mindoro)
4-Jul-25, 01:58 AM,19.12,120.98,10,4,023 km N 87° W of Dalupiri Island (Calayan) (Cagayan)
4-Jul-25, 01:33 AM,8.24,125.88,18,2.1,009 km S 60° E of La Paz (Agusan Del Sur)
4-Jul-25, 01:32 AM,9.38,126.15,33,1.4,013 km N 21° W of Cortes (Surigao Del Sur)
4-Jul-25, 01:22 AM,8.22,126.39,110,1.6,009 km N 86° E of City Of Bislig (Surigao Del Sur)
4-Jul-25, 01:18 AM,6.08,126.08,138,3.1,045 km S 74° E of Don Marcelino (Davao Occidental)
4-Jul-25, 01:07 AM,9.46,122.39,22,2.8,018 km S 28° W of Hinoba-an (Negros Occidental)
4-Jul-25, 12:54 AM,7.85,126.25,123,2.3,014 km S 81° W of Boston (Davao Oriental)
4-Jul-25, 12:40 AM,8.72,126.34,12,2,010 km S 27° E of Marihatag (Surigao Del Sur)
4-Jul-25, 12:28 AM,10.8,124.15,34,1.8,014 km S 71° E of Borbon (Cebu)
3-Jul-25, 11:41 PM,8.4,124.64,19,1.5,007 km N 57° W of Libona (Bukidnon)
3-Jul-25, 11:03 PM,13.83,119.72,6,3.4,044 km S 86° W of Lubang (Occidental Mindoro)
3-Jul-25, 09:57 PM,5.78,126.84,66,2.5,129 km S 41° E of Governor Generoso (Davao Oriental)
3-Jul-25, 09:40 PM,8.46,122.55,23,2.5,039 km N 20° W of Liloy (Zamboanga Del Norte)
3-Jul-25, 09:24 PM,9.99,123.25,6,2.3,005 km S 21° E of La Libertad (Negros Oriental)
3-Jul-25, 09:20 PM,10.28,125.26,29,1.6,001 km North of Anahawan (Southern Leyte)
3-Jul-25, 08:20 PM,12.05,125.27,33,2.2,013 km S 12° E of Maslog (Eastern Samar)
3-Jul-25, 07:02 PM,9.18,126.29,19,3.4,016 km S 46° E of Cortes (Surigao Del Sur)
3-Jul-25, 05:41 PM,15.84,120.54,147,3,002 km S 65° E of Alcala (Pangasinan)
3-Jul-25, 05:23 PM,9.58,126.22,34,2.3,023 km S 18° E of General Luna (Surigao Del Norte)
3-Jul-25, 05:10 PM,14.04,120.58,104,2,007 km S 53° W of Nasugbu (Batangas)
3-Jul-25, 04:47 PM,6.97,126.04,51,2.7,004 km N 78° E of Banaybanay (Davao Oriental)
3-Jul-25, 03:58 PM,16.74,122.6,16,2.5,040 km S 26° E of Palanan (Isabela)
3-Jul-25, 02:19 PM,9.98,126.4,34,2,035 km N 51° E of General Luna (Surigao Del Norte)
3-Jul-25, 01:27 PM,13.62,120.7,13,1.7,020 km N 07° W of Abra De Ilog (Occidental Mindoro)
3-Jul-25, 01:23 PM,8.53,126.39,9,2.3,020 km N 19° E of Hinatuan (Surigao Del Sur)
3-Jul-25, 01:09 PM,8.57,125.75,3,2,008 km N 13° E of San Luis (Agusan Del Sur)
3-Jul-25, 12:51 PM,8.6,125.95,8,3.2,003 km East of Prosperidad (Agusan Del Sur)
3-Jul-25, 12:23 PM,5.91,126,148,2.5,039 km N 90° E of Jose Abad Santos (Davao Occidental)
3-Jul-25, 11:28 AM,7.99,127.24,17,3.3,088 km N 58° E of Baganga (Davao Oriental)
3-Jul-25, 08:10 AM,8.12,126.68,19,1.5,031 km N 74° E of Lingig (Surigao Del Sur)
3-Jul-25, 07:40 AM,6.01,125.62,31,2.5,011 km N 16° W of Jose Abad Santos (Davao Occidental)
3-Jul-25, 07:39 AM,17.11,121.57,33,2,005 km S 83° W of Roxas (Isabela)
3-Jul-25, 07:02 AM,18.12,119.66,15,1.5,088 km N 83° W of Currimao (Ilocos Norte)
3-Jul-25, 06:59 AM,7.79,126.75,19,3.8,031 km N 42° E of Baganga (Davao Oriental)
3-Jul-25, 05:15 AM,13.95,120.43,104,3.2,026 km N 60° W of Calatagan (Batangas)
3-Jul-25, 05:13 AM,17.19,120.54,13,1.7,005 km N 09° E of Salcedo (Ilocos Sur)
3-Jul-25, 04:58 AM,12.75,119.8,29,2,070 km N 12° W of Busuanga (Palawan)
3-Jul-25, 04:50 AM,9.02,126.3,21,1.4,006 km N 19° E of Bayabas (Surigao Del Sur)
3-Jul-25, 04:47 AM,8.97,126.53,15,2.6,026 km N 76° E of Cagwait (Surigao Del Sur)
3-Jul-25, 04:01 AM,9.79,125.4,2,3.4,003 km N 63° W of San Francisco (Surigao Del Norte)
3-Jul-25, 03:03 AM,8.78,126.62,27,1.9,036 km S 86° E of Marihatag (Surigao Del Sur)
3-Jul-25, 02:27 AM,13.73,120.62,104,2,011 km S 09° W of Calatagan (Batangas)
3-Jul-25, 01:28 AM,15.16,119.81,33,2,026 km S 45° W of Iba (Zambales)
3-Jul-25, 12:53 AM,6.53,125.39,24,2,009 km S 36° E of Sulop (Davao Del Sur)
3-Jul-25, 12:42 AM,6.55,125.34,10,2.6,006 km S 07° W of Sulop (Davao Del Sur)
3-Jul-25, 12:28 AM,7.84,125.77,9,1.8,003 km N 46° W of Laak (Davao De Oro)
3-Jul-25, 12:20 AM,7.92,125.74,17,1.9,013 km N 27° W of Laak (Davao De Oro)
3-Jul-25, 12:20 AM,12.83,121.63,35,2,013 km S 44° W of Concepcion (Romblon)
2-Jul-25, 11:40 PM,14.78,123.6,34,1.6,078 km N 64° E of Tinaga Island (Vinzons) (Camarines Norte)
2-Jul-25, 11:35 PM,11.86,124.89,27,1.7,009 km N 07° E of City Of Catbalogan (Samar)
2-Jul-25, 11:17 PM,8.62,126.31,15,1.4,017 km S 36° E of San Agustin (Surigao Del Sur)
2-Jul-25, 11:00 PM,12.06,121.65,34,1.4,018 km N 37° E of Caluya (Antique)
2-Jul-25, 09:42 PM,15.8,120.57,178,2.3,004 km N 88° W of San Manuel (Tarlac)
2-Jul-25, 09:19 PM,12.11,125.41,31,2.1,005 km S 37° W of Oras (Eastern Samar)
2-Jul-25, 09:01 PM,19.09,121.13,13,1.7,008 km S 74° W of Dalupiri Island (Calayan) (Cagayan)
2-Jul-25, 08:58 PM,12.49,123.65,8,2,012 km N 89° W of San Fernando (Masbate)
2-Jul-25, 08:43 PM,15.54,119.93,37,1.7,003 km N 68° W of Masinloc (Zambales)
2-Jul-25, 08:37 PM,6.6,123.63,21,3.4,047 km N 84° W of Kalamansig (Sultan Kudarat)
2-Jul-25, 07:49 PM,13.54,120.84,33,1.7,013 km N 68° W of Puerto Galera (Oriental Mindoro)
